"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 3. Upper secondary education","Labour market status: Employed","2022",27802.346,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 3. Upper secondary education","Labour market status: Unemployed","2022",1783.567,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Employed","2022",1632.38,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Unemployed","2022",73.642,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Employed","2022",6345.67,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Unemployed","2022",284.324,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Employed","2022",579.473,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Unemployed","2022",3.137,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Employed","2022",44.75,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): Total","Labour market status: Employed","2022",52967.382,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): Total","Labour market status: Unemployed","2022",1725.506,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): X. No schooling","Labour market status: Employed","2022",1160.733,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): X. No schooling","Labour market status: Unemployed","2022",1.598,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 0. Early childhood education","Labour market status: Employed","2022",7687.776,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 0. Early childhood education","Labour market status: Unemployed","2022",42.504,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 1. Primary education","Labour market status: Employed","2022",13212.288,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 1. Primary education","Labour market status: Unemployed","2022",128.81,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 2. Lower secondary education","Labour market status: Employed","2022",8838.242,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 2. Lower secondary education","Labour market status: Unemployed","2022",193.646,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 3. Upper secondary education","Labour market status: Employed","2022",13808.823,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 3. Upper secondary education","Labour market status: Unemployed","2022",999.674,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Employed","2022",1831.135,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Unemployed","2022",76.959,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Employed","2022",6031.195,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Unemployed","2022",275.82,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Employed","2022",380.925,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Unemployed","2022",6.497,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Employed","2022",16.268,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): Total","Labour market status: Employed","2021",130518.159,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): Total","Labour market status: Unemployed","2021",5193.426,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): X. No schooling","Labour market status: Employed","2021",1495.725,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): X. No schooling","Labour market status: Unemployed","2021",4.535,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 0. Early childhood education","Labour market status: Employed","2021",14065.444,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 0. Early childhood education","Labour market status: Unemployed","2021",144.575,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 1. Primary education","Labour market status: Employed","2021",33399.087,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 1. Primary education","Labour market status: Unemployed","2021",552.821,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 2. Lower secondary education","Labour market status: Employed","2021",23688.026,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 2. Lower secondary education","Labour market status: Unemployed","2021",762.628,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 3. Upper secondary education","Labour market status: Employed","2021",41035.767,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 3. Upper secondary education","Labour market status: Unemployed","2021",2948.62,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Employed","2021",3520.065,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Unemployed","2021",156.512,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Employed","2021",6474.552,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Unemployed","2021",291.163,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Employed","2021",6795.755,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Unemployed","2021",329.133,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Employed","2021",43.74,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Unemployed","2021",3.441,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): Total","Labour market status: Employed","2021",78572.287,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): Total","Labour market status: Unemployed","2021",3502.314,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): X. No schooling","Labour market status: Employed","2021",608.715,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): X. No schooling","Labour market status: Unemployed","2021",3.03,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 0. Early childhood education","Labour market status: Employed","2021",7587.273,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 0. Early childhood education","Labour market status: Unemployed","2021",111.244,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 1. Primary education","Labour market status: Employed","2021",20210.36,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 1. Primary education","Labour market status: Unemployed","2021",433.261,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 2. Lower secondary education","Labour market status: Employed","2021",14807.943,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 2. Lower secondary education","Labour market status: Unemployed","2021",562.048,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 3. Upper secondary education","Labour market status: Employed","2021",26944.131,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 3. Upper secondary education","Labour market status: Unemployed","2021",1993.77,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Employed","2021",1601.119,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Unemployed","2021",78.887,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Employed","2021",3261.919,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Unemployed","2021",148.201,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Employed","2021",3523.294,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Unemployed","2021",170.834,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Employed","2021",27.535,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Unemployed","2021",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): Total","Labour market status: Employed","2021",51945.873,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): Total","Labour market status: Unemployed","2021",1691.113,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): X. No schooling","Labour market status: Employed","2021",887.011,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): X. No schooling","Labour market status: Unemployed","2021",1.505,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 0. Early childhood education","Labour market status: Employed","2021",6478.171,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 0. Early childhood education","Labour market status: Unemployed","2021",33.331,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 1. Primary education","Labour market status: Employed","2021",13188.727,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 1. Primary education","Labour market status: Unemployed","2021",119.56,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 2. Lower secondary education","Labour market status: Employed","2021",8880.084,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 2. Lower secondary education","Labour market status: Unemployed","2021",200.58,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 3. Upper secondary education","Labour market status: Employed","2021",14091.636,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 3. Upper secondary education","Labour market status: Unemployed","2021",954.85,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Employed","2021",1918.946,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Unemployed","2021",77.626,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Employed","2021",3212.634,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Unemployed","2021",142.963,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Employed","2021",3272.461,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Unemployed","2021",158.299,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Employed","2021",16.205,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Unemployed","2021",2.4,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): Total","Labour market status: Employed","2020",131187.157,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): Total","Labour market status: Unemployed","2020",5829.625,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): X. No schooling","Labour market status: Employed","2020",2643.953,,,,"Repository: ILO-STATISTICS - Micro data processing"
